X,Y,OBJECTID,Name,Descr,TimeWhen,Extrude,AltMode,Symbology,Labeling,Class
-95.2166700001204,32.1833299997797,1463,June 2001,"<img src=""http://www.bfro.net/images/bfroicon-i.jpg"" vspace=""0"" hspace=""0"" width=""50"" height=""26"" align=""right""></img><b>
          Report 9436: Teenagers have night time sighting on Blackhawk Creek near Whitehouse. </b><br></br><a href=""http://www.bfro.",2004-10-03 12:00:00,1,RelativeToGround, , ,A
-97.8333400001409,32.7861099999766,1464,December 1982,"<img src=""http://www.bfro.net/images/bfroicon-i.jpg"" vspace=""0"" hspace=""0"" width=""50"" height=""26"" align=""right""></img><b>
          Report 9810: While parking near Sunshine Lake, teens have late night encounter</b><br></br><a href=""http://www.bfro.net/gd",2004-11-20 12:00:00,1,RelativeToGround, , ,A
-94.8666699999205,30.4166700003203,1465,May 2004,"<img src=""http://www.bfro.net/images/bfroicon-i.jpg"" vspace=""0"" hspace=""0"" width=""50"" height=""26"" align=""right""></img><b>
          Report 9862: While driving between Trinity River and Cleveland, couple has morning road-cross encounter</b><br></br><a hre",2004-11-26 12:00:00,1,RelativeToGround, , ,A
-94.6833299996797,32.0166699998207,1466,November 2004,"<img src=""http://www.bfro.net/images/bfroicon-i.jpg"" vspace=""0"" hspace=""0"" width=""50"" height=""26"" align=""right""></img><b>
          Report 9867: Deer hunters have morning encounter on hunting lease</b><br></br><a href=""http://www.bfro.net/gdb/classify.as",2004-11-26 12:00:00,1,RelativeToGround, , ,A
-94.7233400002408,33.0333299998796,1467,1960's,"<img src=""http://www.bfro.net/images/bfroicon-i.jpg"" vspace=""0"" hspace=""0"" width=""50"" height=""26"" align=""right""></img><b>
          Report 9879: Two sisters have late-night sighting through bedroom window</b><br></br><a href=""http://www.bfro.net/gdb/clas",2004-11-27 12:00:00,1,RelativeToGround, , ,A
-95.6000000003997,32.1613899997487,1468,April 1998,"<img src=""http://www.bfro.net/images/bfroicon-i.jpg"" vspace=""0"" hspace=""0"" width=""50"" height=""26"" align=""right""></img><b>
          Report 9924: Mother and son have night time encounter on county road. </b><br></br><a href=""http://www.bfro.net/gdb/classi",2004-12-03 12:00:00,1,RelativeToGround, , ,A
-94.1430599998191,32.0108300003043,1469,April 1988,"<img src=""http://www.bfro.net/images/bfroicon-i.jpg"" vspace=""0"" hspace=""0"" width=""50"" height=""26"" align=""right""></img><b>
          Report 10157: On Sabine River, young fisherman has late night encounter. </b><br></br><a href=""http://www.bfro.net/gdb/cla",2005-01-18 12:00:00,1,RelativeToGround, , ,A
-94.8500000000999,30.0166700002204,1470,December 1993,"<img src=""http://www.bfro.net/images/bfroicon-i.jpg"" vspace=""0"" hspace=""0"" width=""50"" height=""26"" align=""right""></img><b>
          Report 10272: Squirrel hunter has pre-dusk close encounter near Linney Creek</b><br></br><a href=""http://www.bfro.net/gdb/",2005-01-17 12:00:00,1,RelativeToGround, , ,A
-96.0166599998591,28.9794400003558,1471,1982,"<img src=""http://www.bfro.net/images/bfroicon-i.jpg"" vspace=""0"" hspace=""0"" width=""50"" height=""26"" align=""right""></img><b>
          Report 10273: Teen has visual encounter through window. </b><br></br><a href=""http://www.bfro.net/gdb/classify.asp#classif",2005-01-17 12:00:00,1,RelativeToGround, , ,A
-95.6299999998001,30.6000000000999,1472,January 2005,"<img src=""http://www.bfro.net/images/bfroicon-i.jpg"" vspace=""0"" hspace=""0"" width=""50"" height=""26"" align=""right""></img><b>
          Report 10407: Journalist and investigator have early morning sighting in Sam Houston National Forest</b><br></br><a href=""",2005-01-28 12:00:00,1,RelativeToGround, , ,A
-95.0083299999295,30.4083299997297,1473,November 1978 - 1979,"<img src=""http://www.bfro.net/images/bfroicon-i.jpg"" vspace=""0"" hspace=""0"" width=""50"" height=""26"" align=""right""></img><b>
          Report 10438: Squirrel hunter has encounters not far from Trinity River.</b><br></br><a href=""http://www.bfro.net/gdb/clas",2005-02-02 12:00:00,1,RelativeToGround, , ,A
-93.9400000002997,30.4166700003203,1474,December 1983,"<img src=""http://www.bfro.net/images/bfroicon-i.jpg"" vspace=""0"" hspace=""0"" width=""50"" height=""26"" align=""right""></img><b>
          Report 10506: While sitting on relative's front porch, two children have daytime sighting</b><br></br><a href=""http://www.",1983-12-24 12:00:00,1,RelativeToGround, , ,A
-95.3000000000999,30.6333300001794,1475,January 2004,"<img src=""http://www.bfro.net/images/bfroicon-i.jpg"" vspace=""0"" hspace=""0"" width=""50"" height=""26"" align=""right""></img><b>
          Report 10591: Predator caller has night time encounter in Sam Houston National Forest</b><br></br><a href=""http://www.bfro",2004-01-08 12:00:00,1,RelativeToGround, , ,A
-95.3199999997002,30.3166699996208,1476,April 2002,"<img src=""http://www.bfro.net/images/bfroicon-i.jpg"" vspace=""0"" hspace=""0"" width=""50"" height=""26"" align=""right""></img><b>
          Report 10733: Hiker has daytime encounter in Sam Houston National Forest</b><br></br><a href=""http://www.bfro.net/gdb/clas",2002-04-17 12:00:00,1,RelativeToGround, , ,A
-98.0923400000909,32.0441699999456,1477,1995,"<img src=""http://www.bfro.net/images/bfroicon-i.jpg"" vspace=""0"" hspace=""0"" width=""50"" height=""26"" align=""right""></img><b>
          Report 11260: Early morning road cross encounter south of Stephenville.</b><br></br><a href=""http://www.bfro.net/gdb/class",2005-03-19 12:00:00,1,RelativeToGround, , ,A
-94.7013899997486,30.7113899999486,1478,March 2005,"<img src=""http://www.bfro.net/images/bfroicon-i.jpg"" vspace=""0"" hspace=""0"" width=""50"" height=""26"" align=""right""></img><b>
          Report 11325: Teen has sighting through bedroom window. </b><br></br><a href=""http://www.bfro.net/gdb/classify.asp#classif",2005-04-18 12:00:00,1,RelativeToGround, , ,A
-94.3213900001484,33.0962500002374,1479,November 1993,"<img src=""http://www.bfro.net/images/bfroicon-i.jpg"" vspace=""0"" hspace=""0"" width=""50"" height=""26"" align=""right""></img><b>
          Report 11389: Young man tells of childhood experiences.</b><br></br><a href=""http://www.bfro.net/gdb/classify.asp#classifi",2005-04-21 12:00:00,1,RelativeToGround, , ,A
-95.2865300003592,30.3342999996453,1480,July 2003,"<img src=""http://www.bfro.net/images/bfroicon-i.jpg"" vspace=""0"" hspace=""0"" width=""50"" height=""26"" align=""right""></img><b>
          Report 11543: While riding horse, man has mid-day sighting.</b><br></br><a href=""http://www.bfro.net/gdb/classify.asp#clas",2005-05-02 12:00:00,1,RelativeToGround, , ,A
-97.0590300002343,33.7752800003718,1481,December 1976,"<img src=""http://www.bfro.net/images/bfroicon-i.jpg"" vspace=""0"" hspace=""0"" width=""50"" height=""26"" align=""right""></img><b>
          Report 11592: Youth has sighting near bridge.</b><br></br><a href=""http://www.bfro.net/gdb/classify.asp#classification"">Cl",2004-12-27 12:00:00,1,RelativeToGround, , ,A
-94.4790299996347,31.0231999998801,1482,October 1999,"<img src=""http://www.bfro.net/images/bfroicon-i.jpg"" vspace=""0"" hspace=""0"" width=""50"" height=""26"" align=""right""></img><b>
          Report 11687: While checking deer feeders, hunter has encounter on Neches River.</b><br></br><a href=""http://www.bfro.net/",2005-06-15 12:00:00,1,RelativeToGround, , ,A
-93.9720000001998,30.8331499995729,1483,January 2003,"<img src=""http://www.bfro.net/images/bfroicon-i.jpg"" vspace=""0"" hspace=""0"" width=""50"" height=""26"" align=""right""></img><b>
          Report 13028: Two young men have a surprise backyard encounter while watching a meteor shower south of Jasper </b><br></br",2003-01-15 12:00:00,1,RelativeToGround, , ,A
-93.6999999997002,30.7999999997003,1484,November 1981,"<img src=""http://www.bfro.net/images/bfroicon-i.jpg"" vspace=""0"" hspace=""0"" width=""50"" height=""26"" align=""right""></img><b>
          Report 13833: Early evening sighting by motorist two miles outside Bon Wier</b><br></br><a href=""http://www.bfro.net/gdb/c",1981-11-25 12:00:00,1,RelativeToGround, , ,A
-98.3297999995703,32.8268999996353,1485,July 1969,"<img src=""http://www.bfro.net/images/bfroicon-i.jpg"" vspace=""0"" hspace=""0"" width=""50"" height=""26"" align=""right""></img><b>
          Report 14376: Encounter during a summer camp campout near the Brazos River</b><br></br><a href=""http://www.bfro.net/gdb/cl",1969-07-20 12:00:00,1,RelativeToGround, , ,A
-95.666899999935,31.6211999999801,1486,June 2001,"<img src=""http://www.bfro.net/images/bfroicon-i.jpg"" vspace=""0"" hspace=""0"" width=""50"" height=""26"" align=""right""></img><b>
          Report 14567: Midnight sighting by couple parked in a pasture near Elkhart stargazing</b><br></br><a href=""http://www.bfro",2001-06-15 12:00:00,1,RelativeToGround, , ,A
-95.4667099996667,32.852320000068,1487,February 2006,"<img src=""http://www.bfro.net/images/bfroicon-i.jpg"" vspace=""0"" hspace=""0"" width=""50"" height=""26"" align=""right""></img><b>
          Report 14638: Woman describes husband's daytime sighting on ranch near Quitman, TX.</b><br></br><a href=""http://www.bfro.n",2006-02-01 12:00:00,1,RelativeToGround, , ,A
-95.239579999917,33.3686700003203,1488,2004,"<img src=""http://www.bfro.net/images/bfroicon-i.jpg"" vspace=""0"" hspace=""0"" width=""50"" height=""26"" align=""right""></img><b>
          Report 19073: Large creature leaps in front of car on TX-37 near the Sulphur River</b><br></br><a href=""http://www.bfro.ne",2004-10-20 12:00:00,1,RelativeToGround, , ,A
-95.5974499997177,31.1683000002449,1489,"December 1981, 1982","<img src=""http://www.bfro.net/images/bfroicon-i.jpg"" vspace=""0"" hspace=""0"" width=""50"" height=""26"" align=""right""></img><b>
          Report 20685: Hunter observes large Bipedal Creature jumping fence near Austonio</b><br></br><a href=""http://www.bfro.net/",2007-12-20 12:00:00,1,RelativeToGround, , ,A
-93.8117000003547,30.1261500001224,1490,August 2007,"<img src=""http://www.bfro.net/images/bfroicon-i.jpg"" vspace=""0"" hspace=""0"" width=""50"" height=""26"" align=""right""></img><b>
          Report 21438: Late Night Sighting by Motorist near I-10</b><br></br><a href=""http://www.bfro.net/gdb/classify.asp#classifi",2007-08-13 12:00:00,1,RelativeToGround, , ,A
-101.66699999975,34.9324300004442,1491,October 2006,"<img src=""http://www.bfro.net/images/bfroicon-i.jpg"" vspace=""0"" hspace=""0"" width=""50"" height=""26"" align=""right""></img><b>
          Report 21850: Camper startles a ""Chewbacca"" like creature in Palo Duro Canyon State Park</b><br></br><a href=""http://www.b",2006-10-21 12:00:00,1,RelativeToGround, , ,A
-98.6846500003971,29.5683500003523,1492,March 2005,"<img src=""http://www.bfro.net/images/bfroicon-i.jpg"" vspace=""0"" hspace=""0"" width=""50"" height=""26"" align=""right""></img><b>
          Report 24529: Tall hairy figure leans out from behind a tree to observe woman outside San Antonio</b><br></br><a href=""htt",2008-09-15 12:00:00,1,RelativeToGround, , ,A
-95.3710100003112,31.8234699999406,1493,1981,"<img src=""http://www.bfro.net/images/bfroicon-i.jpg"" vspace=""0"" hspace=""0"" width=""50"" height=""26"" align=""right""></img><b>
          Report 24539: Two cousins have a sighting in a thunderstorm on a family farm outside Palestine</b><br></br><a href=""http:/",1981-04-30 12:00:00,1,RelativeToGround, , ,A
-95.1065399999211,30.3020000002998,1494,1979/1980,"<img src=""http://www.bfro.net/images/bfroicon-i.jpg"" vspace=""0"" hspace=""0"" width=""50"" height=""26"" align=""right""></img><b>
          Report 24905: Man recalls a late night encounter while parking in a remote area north of Splendora</b><br></br><a href=""ht",1980-04-19 12:00:00,1,RelativeToGround, , ,A
-94.4509499997426,31.2371000001649,1495,August 1979,"<img src=""http://www.bfro.net/images/bfroicon-i.jpg"" vspace=""0"" hspace=""0"" width=""50"" height=""26"" align=""right""></img><b>
          Report 24970: Man recalls daytime sighting 30 years ago as a seismic hole driller in the Angelina National Forest </b><br>",1979-08-15 12:00:00,1,RelativeToGround, , ,A
-96.1252399996263,31.9342500004372,1496,August 2009,"<img src=""http://www.bfro.net/images/bfroicon-i.jpg"" vspace=""0"" hspace=""0"" width=""50"" height=""26"" align=""right""></img><b>
          Report 26504: Early morning sighting by a truck driver near Richland Chambers Lake</b><br></br><a href=""http://www.bfro.ne",2009-08-25 12:00:00,1,RelativeToGround, , ,A
-95.1238100004311,30.4370300003343,1497,May 1990,"<img src=""http://www.bfro.net/images/bfroicon-i.jpg"" vspace=""0"" hspace=""0"" width=""50"" height=""26"" align=""right""></img><b>
          Report 27237: Woman recalls seeing huge bigfoot creature from a boat on Lake Livingston</b><br></br><a href=""http://www.bf",1990-05-18 12:00:00,1,RelativeToGround, , ,A
-95.1796600003087,30.3136299997248,1498,November 1997,"<img src=""http://www.bfro.net/images/bfroicon-i.jpg"" vspace=""0"" hspace=""0"" width=""50"" height=""26"" align=""right""></img><b>
          Report 28873: Motorist recounts daylight sighting on her property east of New Waverly</b><br></br><a href=""http://www.bfro",2007-11-15 12:00:00,1,RelativeToGround, , ,A
-95.3525699998056,32.1920200003228,1499,April 2011,"<img src=""http://www.bfro.net/images/bfroicon-i.jpg"" vspace=""0"" hspace=""0"" width=""50"" height=""26"" align=""right""></img><b>
          Report 29092: Two afternoon sightings by father <![CDATA[&]]> son while driving near Tyler</b><br></br><a href=""http://www",2011-04-03 12:00:00,1,RelativeToGround, , ,A
-97.6099999998001,32.6749999995504,1500,June 2011,"<img src=""http://www.bfro.net/images/bfroicon-i.jpg"" vspace=""0"" hspace=""0"" width=""50"" height=""26"" align=""right""></img><b>
          Report 30238: Worker has late night encounter at gas well near Aledo</b><br></br><a href=""http://www.bfro.net/gdb/classify",2011-06-30 12:00:00,1,RelativeToGround, , ,A
-97.6099999998001,32.6749999995504,1501,August 2011,"<img src=""http://www.bfro.net/images/bfroicon-i.jpg"" vspace=""0"" hspace=""0"" width=""50"" height=""26"" align=""right""></img><b>
          Report 30504: Gas field trucker has encounter at well head near Aledo</b><br></br><a href=""http://www.bfro.net/gdb/classif",2011-08-27 12:00:00,1,RelativeToGround, , ,A
-95.1287200002278,32.2427099996668,1502,July 1972,"<img src=""http://www.bfro.net/images/bfroicon-i.jpg"" vspace=""0"" hspace=""0"" width=""50"" height=""26"" align=""right""></img><b>
          Report 31912: Childhood sighting recalled near Whitehouse</b><br></br><a href=""http://www.bfro.net/gdb/classify.asp#classi",1972-07-15 12:00:00,1,RelativeToGround, , ,A
-111.348100000015,37.8057999995704,1503,May 1994,"<img src=""http://www.bfro.net/images/bfroicon-i.jpg"" vspace=""0"" hspace=""0"" width=""50"" height=""26"" align=""right""></img><b>
          Report 2115: White creature in Utah desert exhibits scouting behavior on ridge above hikers</b><br></br><a href=""http://ww",1994-05-19 12:00:00,1,RelativeToGround, , ,A
-111.69919999968,40.385700000055,1504,May 1996,"<img src=""http://www.bfro.net/images/bfroicon-i.jpg"" vspace=""0"" hspace=""0"" width=""50"" height=""26"" align=""right""></img><b>
          Report 2352: Hiker has daylight sighting in Grove Creek Canyon</b><br></br><a href=""http://www.bfro.net/gdb/classify.asp#c",1996-05-04 12:00:00,1,RelativeToGround, , ,A
-110.931499999725,40.0280000000001,1505,September 1977,"<img src=""http://www.bfro.net/images/bfroicon-i.jpg"" vspace=""0"" hspace=""0"" width=""50"" height=""26"" align=""right""></img><b>
          Report 3022: Nighttime encounter with campers near Duchesne, in Timber Canyon</b><br></br><a href=""http://www.bfro.net/gdb",1977-09-15 12:00:00,1,RelativeToGround, , ,A
-111.7499999996,41.4999999999001,1506,1962,"<img src=""http://www.bfro.net/images/bfroicon-i.jpg"" vspace=""0"" hspace=""0"" width=""50"" height=""26"" align=""right""></img><b>
          Report 9962: Daylight sighting off Highway 89 in the Wasatch Mountains.</b><br></br><a href=""http://www.bfro.net/gdb/class",1962-05-01 12:00:00,1,RelativeToGround, , ,A
-109.8999999997,40.5000000001,1507,December 2004,"<img src=""http://www.bfro.net/images/bfroicon-i.jpg"" vspace=""0"" hspace=""0"" width=""50"" height=""26"" align=""right""></img><b>
          Report 10123: Night time road crossing northwest of Vernal,  Utah.</b><br></br><a href=""http://www.bfro.net/gdb/classify.a",2004-12-25 12:00:00,1,RelativeToGround, , ,A
-112.3500000002,38.2250000001499,1508,August 2001,"<img src=""http://www.bfro.net/images/bfroicon-i.jpg"" vspace=""0"" hspace=""0"" width=""50"" height=""26"" align=""right""></img><b>
          Report 15336: Daytime sighting at Labaron Lake, Fishlake National Forest.</b><br></br><a href=""http://www.bfro.net/gdb/cla",2006-08-15 12:00:00,1,RelativeToGround, , ,A
-111.49879999962,41.4313499997028,1509,October 1977,"<img src=""http://www.bfro.net/images/bfroicon-i.jpg"" vspace=""0"" hspace=""0"" width=""50"" height=""26"" align=""right""></img><b>
          Report 16470: Husband and wife recall daylight sighting while scouting for deer near Cave Spring off of Monte Cristo</b><b",1977-10-19 12:00:00,1,RelativeToGround, , ,A
-112.4999999999,37.9999999997003,1510,November 1997,"<img src=""http://www.bfro.net/images/bfroicon-i.jpg"" vspace=""0"" hspace=""0"" width=""50"" height=""26"" align=""right""></img><b>
          Report 17287: Evening road crossing north of Panquitch.</b><br></br><a href=""http://www.bfro.net/gdb/classify.asp#classifi",1997-11-20 12:00:00,1,RelativeToGround, , ,A
-111.544700000205,40.044500000075,1511,September 2005,"<img src=""http://www.bfro.net/images/bfroicon-i.jpg"" vspace=""0"" hspace=""0"" width=""50"" height=""26"" align=""right""></img><b>
          Report 23264: Husband and wife looking at fall colors have daytime sighting in Spanish Fork Canyon area</b><br></br><a hre",2005-09-14 12:00:00,1,RelativeToGround, , ,A
-111.528100000015,41.5342999997453,1512,September 1999,"<img src=""http://www.bfro.net/images/bfroicon-i.jpg"" vspace=""0"" hspace=""0"" width=""50"" height=""26"" align=""right""></img><b>
          Report 23822: ATV riders descibe dusk encounter in the Monte Cristo Range</b><br></br><a href=""http://www.bfro.net/gdb/cla",1999-09-20 12:00:00,1,RelativeToGround, , ,A
-111.083700000155,40.9212800003718,1513,October 2004,"<img src=""http://www.bfro.net/images/bfroicon-i.jpg"" vspace=""0"" hspace=""0"" width=""50"" height=""26"" align=""right""></img><b>
          Report 25154: Two elk hunters <![CDATA[&]]> tall bipedal creature startle each other at Chalk Creek east of Coalville</b><",2004-10-15 12:00:00,1,RelativeToGround, , ,A
-109.514299999845,40.8676500003473,1514,December 2008,"<img src=""http://www.bfro.net/images/bfroicon-i.jpg"" vspace=""0"" hspace=""0"" width=""50"" height=""26"" align=""right""></img><b>
          Report 25265: Man watches a bigfoot in his headlights near Flaming Gorge</b><br></br><a href=""http://www.bfro.net/gdb/clas",2008-12-07 12:00:00,1,RelativeToGround, , ,A
-113.73820000003,37.1820000003997,1515,February 2002,"<img src=""http://www.bfro.net/images/bfroicon-i.jpg"" vspace=""0"" hspace=""0"" width=""50"" height=""26"" align=""right""></img><b>
          Report 26179: Large, bipedal animal crosses road in front of couple near Santa Clara River</b><br></br><a href=""http://www",2002-02-13 12:00:00,1,RelativeToGround, , ,A
-112.017899999885,41.7086000003898,1516,October 2007,"<img src=""http://www.bfro.net/images/bfroicon-i.jpg"" vspace=""0"" hspace=""0"" width=""50"" height=""26"" align=""right""></img><b>
          Report 26948: Daylight sighting by hunter near rural homes in the Wellsville Mountains</b><br></br><a href=""http://www.bfr",2006-10-21 12:00:00,1,RelativeToGround, , ,A
-111.533299999695,41.9618100004312,1517,January 2005,"<img src=""http://www.bfro.net/images/bfroicon-i.jpg"" vspace=""0"" hspace=""0"" width=""50"" height=""26"" align=""right""></img><b>
          Report 29013: Driver sees a Bigfoot cross the road while snowplowing Logan Canyon</b><br></br><a href=""http://www.bfro.net",2005-01-05 12:00:00,1,RelativeToGround, , ,A
-111.80380000027,40.9168900002733,1518,March 2004,"<img src=""http://www.bfro.net/images/bfroicon-i.jpg"" vspace=""0"" hspace=""0"" width=""50"" height=""26"" align=""right""></img><b>
          Report 29690: Driver and passengers have late night sighting on mountain road in Bountiful Canyon</b><br></br><a href=""htt",2004-03-04 12:00:00,1,RelativeToGround, , ,A
-77.3611499997726,38.5201899998686,1519,July 1957,"<img src=""http://www.bfro.net/images/bfroicon-i.jpg"" vspace=""0"" hspace=""0"" width=""50"" height=""26"" align=""right""></img><b>
          Report 679: Marine had late night sighting on military base in Quantico</b><br></br><a href=""http://www.bfro.net/gdb/class",1957-07-01 12:00:00,1,RelativeToGround, , ,A
-79.7794600002787,38.0540799997922,1520,July 1992,"<img src=""http://www.bfro.net/images/bfroicon-i.jpg"" vspace=""0"" hspace=""0"" width=""50"" height=""26"" align=""right""></img><b>
          Report 1769: A sighting by two motorists</b><br></br><a href=""http://www.bfro.net/gdb/classify.asp#classification"">Class A",1992-07-01 12:00:00,1,RelativeToGround, , ,A
-80.8285599998441,37.2985400003208,1521,March 1997,"<img src=""http://www.bfro.net/images/bfroicon-i.jpg"" vspace=""0"" hspace=""0"" width=""50"" height=""26"" align=""right""></img><b>
          Report 2281: Shocked hikers watch hairy human-like animal run by them 10 feet away</b><br></br><a href=""http://www.bfro.ne",1997-03-29 12:00:00,1,RelativeToGround, , ,A
-78.537179999957,38.3691099998267,1522,July 1993,"<img src=""http://www.bfro.net/images/bfroicon-i.jpg"" vspace=""0"" hspace=""0"" width=""50"" height=""26"" align=""right""></img><b>
          Report 2283: While out hiking in the woods with his dog, witness smelled a horrible smell. </b><br></br><a href=""http://ww",1993-07-01 12:00:00,1,RelativeToGround, , ,A
-80.3874800002018,37.0275899996788,1523,May 1998,"<img src=""http://www.bfro.net/images/bfroicon-i.jpg"" vspace=""0"" hspace=""0"" width=""50"" height=""26"" align=""right""></img><b>
          Report 2284: While driving home, witnesses observe 5-6 ft. tall hairy creature in middle of road</b><br></br><a href=""http",1998-05-30 12:00:00,1,RelativeToGround, , ,A
-81.0901699996458,37.2264699997907,1524,April 1984,"<img src=""http://www.bfro.net/images/bfroicon-i.jpg"" vspace=""0"" hspace=""0"" width=""50"" height=""26"" align=""right""></img><b>
          Report 2285: Boy sees ""Bigfoot"" in the woods while looking out the car window</b><br></br><a href=""http://www.bfro.net/gdb",1984-04-08 12:00:00,1,RelativeToGround, , ,A
-80.1327599997741,37.2423000004447,1525,April 2002,"<img src=""http://www.bfro.net/images/bfroicon-i.jpg"" vspace=""0"" hspace=""0"" width=""50"" height=""26"" align=""right""></img><b>
          Report 4077: Night sighting on the edge of Salem, within a few miles of Roanoke River</b><br></br><a href=""http://www.bfro",2002-04-04 12:00:00,1,RelativeToGround, , ,A
-76.6657999997701,37.7269300002194,1526,August 1978,"<img src=""http://www.bfro.net/images/bfroicon-i.jpg"" vspace=""0"" hspace=""0"" width=""50"" height=""26"" align=""right""></img><b>
          Report 4103: Daytime sighting on Route 17 near Church View</b><br></br><a href=""http://www.bfro.net/gdb/classify.asp#class",1978-08-01 12:00:00,1,RelativeToGround, , ,A
-77.9708899998736,38.0251599998342,1527,December 1998,"<img src=""http://www.bfro.net/images/bfroicon-i.jpg"" vspace=""0"" hspace=""0"" width=""50"" height=""26"" align=""right""></img><b>
          Report 7294: Witnesses in van catch brief glimpse of bipedal figure walking along road near Louisa</b><br></br><a href=""ht",1998-12-15 12:00:00,1,RelativeToGround, , ,A
-78.557580000017,36.6393099995569,1528,May 1970?,"<img src=""http://www.bfro.net/images/bfroicon-i.jpg"" vspace=""0"" hspace=""0"" width=""50"" height=""26"" align=""right""></img><b>
          Report 7392: Youth catches standing figure in flashlight glow during camp-out</b><br></br><a href=""http://www.bfro.net/gdb",1970-05-16 12:00:00,1,RelativeToGround, , ,A
-79.0519999998001,37.5850000003498,1529,December 2003,"<img src=""http://www.bfro.net/images/bfroicon-i.jpg"" vspace=""0"" hspace=""0"" width=""50"" height=""26"" align=""right""></img><b>
          Report 9842: Man Sees Large Animal By Roadside</b><br></br><a href=""http://www.bfro.net/gdb/classify.asp#classification"">C",2003-12-07 12:00:00,1,RelativeToGround, , ,A
-79.8282900001833,37.0626599999591,1530,December 2004,"<img src=""http://www.bfro.net/images/bfroicon-i.jpg"" vspace=""0"" hspace=""0"" width=""50"" height=""26"" align=""right""></img><b>
          Report 10082: Hunter has daylight encounter near Gills Creek</b><br></br><a href=""http://www.bfro.net/gdb/classify.asp#cla",2004-12-21 12:00:00,1,RelativeToGround, , ,A
-77.6257000002548,37.4437799999471,1531,June 2006,"<img src=""http://www.bfro.net/images/bfroicon-i.jpg"" vspace=""0"" hspace=""0"" width=""50"" height=""26"" align=""right""></img><b>
          Report 14952: Driver sees running figure along road at night near Woodlake</b><br></br><a href=""http://www.bfro.net/gdb/cl",2006-06-02 12:00:00,1,RelativeToGround, , ,A
-80.9821499996227,36.7446500000975,1532,December 1992,"<img src=""http://www.bfro.net/images/bfroicon-i.jpg"" vspace=""0"" hspace=""0"" width=""50"" height=""26"" align=""right""></img><b>
          Report 17730: Late night sighting by motorists on Hwy 94 near the Wythe County border</b><br></br><a href=""http://www.bfro",1992-12-22 12:00:00,1,RelativeToGround, , ,A
-79.5699999997002,37.5399999999001,1533,November 1973,"<img src=""http://www.bfro.net/images/bfroicon-i.jpg"" vspace=""0"" hspace=""0"" width=""50"" height=""26"" align=""right""></img><b>
          Report 18623: Memory told of an early morning encounter with hairy biped near Buchanan</b><br></br><a href=""http://www.bfr",1972-11-18 12:00:00,1,RelativeToGround, , ,A
-80.5378000002698,37.3557000003548,1534,August 1990,"<img src=""http://www.bfro.net/images/bfroicon-i.jpg"" vspace=""0"" hspace=""0"" width=""50"" height=""26"" align=""right""></img><b>
          Report 22865: Hairy creature seen watching a college party on Butt Mountain</b><br></br><a href=""http://www.bfro.net/gdb/c",1990-08-11 12:00:00,1,RelativeToGround, , ,A
-77.2323799997371,38.7409999995504,1535,1973,"<img src=""http://www.bfro.net/images/bfroicon-i.jpg"" vspace=""0"" hspace=""0"" width=""50"" height=""26"" align=""right""></img><b>
          Report 23400: Upright creature crosses road in the path of a car near Newington Forest</b><br></br><a href=""http://www.bfr",1973-06-13 12:00:00,1,RelativeToGround, , ,A
-80.4800000003997,36.74500000005,1536,September 2007,"<img src=""http://www.bfro.net/images/bfroicon-i.jpg"" vspace=""0"" hspace=""0"" width=""50"" height=""26"" align=""right""></img><b>
          Report 24325: Four foot high fence barely slows 8-ft creature north of Fries</b><br></br><a href=""http://www.bfro.net/gdb/",2007-09-29 12:00:00,1,RelativeToGround, , ,A
-78.3345299995598,38.730480000052,1537,September 1970,"<img src=""http://www.bfro.net/images/bfroicon-i.jpg"" vspace=""0"" hspace=""0"" width=""50"" height=""26"" align=""right""></img><b>
          Report 24569: A couple remembers their daylight sighting while driving thru the Shenandoah National Park many years ago</b",1970-09-16 12:00:00,1,RelativeToGround, , ,A
-77.9081499997227,37.0469999999501,1538,May 2011,"<img src=""http://www.bfro.net/images/bfroicon-i.jpg"" vspace=""0"" hspace=""0"" width=""50"" height=""26"" align=""right""></img><b>
          Report 29305: Sasquatch charges witness after son fires shotgun near Blackstone (includes audio from follow-up investigati",2011-05-03 12:00:00,1,RelativeToGround, , ,A
-78.6205000003747,38.9765999995903,1539,February 2002,"<img src=""http://www.bfro.net/images/bfroicon-i.jpg"" vspace=""0"" hspace=""0"" width=""50"" height=""26"" align=""right""></img><b>
          Report 30006: Hikers startled by encounter at remote cabin near Woodstock</b><br></br><a href=""http://www.bfro.net/gdb/cla",2002-02-16 12:00:00,1,RelativeToGround, , ,A
-77.3467300002893,38.4834200003328,1540,September 2003,"<img src=""http://www.bfro.net/images/bfroicon-i.jpg"" vspace=""0"" hspace=""0"" width=""50"" height=""26"" align=""right""></img><b>
          Report 30258: Nighttime road crossing observed by a father and daughter near Quantico Marine Corp Base </b><br></br><a hre",2003-09-13 12:00:00,1,RelativeToGround, , ,A
-79.3607899998586,36.558700000005,1541,October 1976,"<img src=""http://www.bfro.net/images/bfroicon-i.jpg"" vspace=""0"" hspace=""0"" width=""50"" height=""26"" align=""right""></img><b>
          Report 30462: Witness remembers several incidents including a close encounter on a dark road near Danville</b><br></br><a",1976-10-15 12:00:00,1,RelativeToGround, , ,A
